text,script
ਆਹ ਬੱਲੀਏ ਟਰੱਕਾਂ ਵਾਲਿਆ ਕਰਕੇ ਕੈਨੇਡਾ ਤੇਰਾ ਬਚਿਆ ਹੋਇਆ..r nait,Gurmukhi
ਪੁਰੀ ਗੱਲ ਬਾਤ ਆ ਉਸਤਾਦ,Gurmukhi
ਦੱਬਦਾ ਕਿਥੇ ਆ,Gurmukhi
siraa lata ji najara aa gya raat de wettt kri jane aa,Roman Punjabi
ਇਹ ਤਾਂ r nait ਸੱਚੀ ਟਰੱਕਾਂ ਵਾਲਿਆ ਦੇ ਦਿਲ ਦੀ ਗੱਲ ਕੀਤੀ ਹੈ ਰੱਬ ਚੜਦੀ ਕਲਾ ਵਿਚ ਰੱਖਣ ਮੇਹਰ ਕਰੇ,Gurmukhi
ਘੈਟ ਗੀਤ ਹਰ ਵਾਰ ਕੁਝ ਸਪੈਸਲ ਹੀ ਹੁੰਦਾ,Gurmukhi
moosa pind java bhai ji,Roman Punjabi
miss you vadde veer sidhu moose wala chardikala ch reh r nait veer,Roman Punjabi
ਲੋਕੀ ਮੱਚਦੇ ਬੜੇ ਆ ਕਿਉਂਕਿ ਨੇਤ ਲਿਖਦਾ ਸਚ ਆ ਸੁਭਾਅ ਥੋੜਾ ਨਰਮ ਆ r nait ji ਤੁਹਾਡੀ ਕਲਮ ਜਬਰਦਸਤ ਆ ਤੁਹਾਡੇ ਗਾਣੇ ਸੁਣਕੇ ਮੈਨੂੰ ਮਿਲਦਾ ਸਕੂਨ ਆ ਬਸ ਇਕੋ ਇੱਕ dream ਮੇਰਾ ਤੁਹਾਨੂੰ ਇਕ ਨਾ ਇਕ ਦਿਨ ਮਿਲਣਾ ਜਰੂਰ ਆ,Gurmukhi
ਆਰ ਨੇਤ ਲਵਰ ਲਗਾਓ ਹਾਜ਼ਰੀ,Gurmukhi
ਬਹੁਤ ਵਧੀਆ ਗੀਤ ਲੱਗਾ ਵੀਰ ਜੀlovegurleen,Gurmukhi
ਰਾਤ ਦੀ ਉਡੀਕ ਕਰ ਰਿਹਾ ਉਸਤਾਦ ਜੀ ਗਾਣੇ ਦੀ ਸੱਚੀ ਬਹੁਤ kant ਆ ਵਾਹਿਗੁਰੂ ਤੈਨੂੰ ਹਮੇਸ਼ਾ ਚੜਦੀਕਲਾ ਵਿਚ ਰੱਖੇ,Gurmukhi
ਡਿਫਾਲਟਰ ਗਾਣੇ ਵਾਂਗੂੰ ਚੱਲੂ ਇਹ ਵੀ ਗਾਣਾ,Gurmukhi
ਘੈਂਟ ਗੱਲ ਬਾਤ ਵੀਰਾ,Gurmukhi
ਦਿਨੋਂ ਦਿਨ ਅੱਤ ਕਰੀ ਜਾਂਦੇ pb wala khush karta ਰੱਬ ਹਮੇਸ਼ਾ ਖੁਸ਼ ਰੱਖੇ,Gurmukhi
and gal bat a nait y always rock ਵਿਆਹ ਜਿੰਨਾ ਚਾਅ ਹੁੰਦਾ ਕਮਲੀਏ nait bai ਦੇ ਗਾਣੇ ਦਾ,Gurmukhi
haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere ton bina koi hor takde vi nahi tainu heera milea hai kar kadar tu thodi tere piche aunda gabhru ni kinne dil todi dil aujla ji dedo ek hath jandi jodi tere naal di rakane main gulab sanne modi je tu akk gi rakane assi akde vi nahi assi ta mureed kise luck de vi nahi tere moore sohne chehre kakh de vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi kisse gal toh rakane munda nassea vi howe ghar howe tah sahi nahi par wasea vi howe main keha karana smilean mainu chatti biba pass mainu dass tah sahi je munda hassea vi howe haye hun assi koke tere nak de vi nahi assi ta layak tere shaq de vi nahi kyonki dunia nu dasanne toh jakde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi tere hisse jatt aaya teri qismat lucky tu ta yaara de moore vi saadi laaj nahio rakhi biba waise mil janda dil paise da ni aunda kitho mull tu layengi yaari toot naalo pakki tera mann bhargea ya fer kann bhare lokaan jede dende ne salah meri jutti dian nokaan mera dil maarke tu chill maardi firre ni jehda just friend pehlan car ohdi rokan halle tah ohna de rah takde vi nahi moore ki aaune aa phone chakde vi nahi dashboard te donali biba dhakde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi,Roman Punjabi
tera mann bhargeya ya fer kann bhare lokaan jede dende ne salah meri jutti dian nokaan,Roman Punjabi
tere hisse jutt aaya teri qismat lucky tu ta yaara de moore vi saadi laaj nahio rakhi,Roman Punjabi
o tainu heera milya hai kar kadar te thodi siraa gaana,Roman Punjabi
din ty char len dyy aujlya,Roman Punjabi
aujla astaad ji ki takkar mai hai koe koe ni hai geetan di machine hai bai,Roman Punjabi
bombay ਦੀ ਹਵਾ ਲੱਗ ਗਈ y ਨੂੰ,Gurmukhi
karan bhai plz mujhy mention krdia kro taakay mujhy aaap k new songs ka pata ho k kab aaya waise to pata hi nhi chlta big fan from pakistan,Roman Punjabi
jehde dinde aa salaahaan meri jutti diyaan nokaa,Roman Punjabi
lyrics haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi tenu heera milea hai kar kadar tu thodi tere piche aunda gabhru ni kinne dil todi dil aujla ji dedo ek hath jandi jodi tere naal di rakane main gulab snne modi je tu akk gi rakane assi akde vi nahi assi ta mureed kise luck de vi nahi tere moore sohne chehre kakh de vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi kisse gal toh rakane munda nassea vi howe ghar howe tah sahi nahi par wasea vi howe main keha karana smilean mainu chatti biba pass mainu dass tah sahi je munda hassea vi howe haye hun assi koke tere nak de vi nahi assi ta laaik tere shaq de vi nahi kyonki dunia nu dasanne toh jakde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi tere hisse jatt aaya teri qismat lucky tu ta yaara de moore vi saadi laaj nahio rakhi biba waise mil janda dil paise da ni aunda kitho mull tu layengi yaari toot naalo pakki tera mann bhargea ya fer kann bhare lokaan jede dende ne salah meri jutti dian nokan mera dil maarke tu chill maardi firre ni jeda just friend pehlan car ohdi rokan hale tah ohna de rah takde vi nahi moore ki aaune aa phone chakde vi nahi dashboard te donali biba dhakde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi haan nahi chahuno thakde vi nahi rahi vi jaane aa reh sakde vi nahi na nahi akh chakde vi nahi tere toh bina koi hor takde vi nahi yo this is dedicated to everybody who has stand from day one welcome to punjabi pop culture,Roman Punjabi
pncho blender pride di ad lagdi aa,Roman Punjabi
ve aujila kinne sone gaane wauga,Roman Punjabi
aujla bhai kya kar ke manoge,Roman Punjabi
sans leta hun aur ek gana aa jata hai,Roman Punjabi
wah bai mahol banta tuci ta jini war vi aa song sunde aa sirra feeling ondi aa,Roman Punjabi
my fvt album but ye punjabi culture to nahi hai na song achaa hai lakin video main agr punjabi culture dekhta to ziadaa achaa lagtaa baki aujla sir ka fan hon geeta di machine,Roman Punjabi
paaji yrr tuc da kahi ta kaam krta maja agya kaint hega paaji from old aujla to still shining aujla gem ho paaji,Roman Punjabi
ਜੇ ਤੂੰ ਅੱਕਗੀ ਰੱਕਾਣੇ ਅਸੀ ਅੱਕਦੇ ਵੀ ਨੀ ਅਸੀ ਤਾਂ ਮੁਰੀਦ ਕਿਸੇ ਲੱਕ ਦੇ ਵੀ ਨਹੀਂ,Gurmukhi
ustad sidhu moose wala level de ni harniye aura,Roman Punjabi
reh skde bhi nhii,Unknown
tra koi jor ni aujlya,Roman Punjabi
ye ladki bs dhoka hi deti h jhanjher m bhi ur i really do m bhi,Roman Punjabi
verre i am do th... songs ke visuals shoot krke realise kre fast i am waiting baki sb sukh rakhe ravv,Roman Punjabi
aujla ji daytona di video vi release krdo,Roman Punjabi
bahi g koi movie hi sign kr lo bohat waddya kam a bahi,Roman Punjabi
sach dasye..vedio thik thak hi aa g,Roman Punjabi
ahnnn aujleyaaa,Unknown
ਦਿਲ ਦਈ ਵੀ ਜਾਨੇ ਆ ਦੇ ਸਕਦੇ ਵੀ ਨਹੀਂ,Gurmukhi
disappointed bhai ji song ke sath video nhi jaari jyada efforts ni lagre expectations jyada thi,Roman Punjabi
bhai yeh banda tak punjabi industry pe raaj karne wala hai now whos listening in,Roman Punjabi
tu tan main by asees kaur and luvdeep saini is here to make you vibe with your partners in crime watch here tutamain aseeskaur luvdeepsaini,Roman Punjabi
dhan ne oh ma pe jinna di jholi wich eh tarashia hoiya heera parmatma ne paya a . god bless u my brother . rooh nu sukoon dindi a teri sura nal piroi hoi jadui awaj. rab tenu hamesha khush rakhe. sada teri sureeli awaj dunia te goonjdi rahe.,Roman Punjabi
ਬਹੁਤ ਸੁੰਦਰ ਹੈਰਤ ਨੂੰ ਛੂਹਣ ਵਾਲਾ,Gurmukhi
gaana itna acha tha. mashhoori ke liey nangy kapry pehnany ki zrurat ni thi,Roman Punjabi
bahut hi sundar awaaz hai aapki aapke gane sunkar man khush ho jata hai aapki voice,Roman Punjabi
ਮਿਸ ਸਿੰਘ,Gurmukhi
dil jaanda eh song sartaj ji ramji tuhanu hamesha bakshan,Roman Punjabi
even though i am not punjabi i find the story of guru tegh bahadur singh ji very touching and satinder sartajs story makes it even more poignant. i have great respect for him.,Roman Punjabi
ihh song sunke pta ni kiooo ruhh nu sakoon kio milda wa chlo jo v a par song dil nu bahutt vdiaa lgaa,Roman Punjabi
rey bhai from punjab to arunachal.. seedha dil pe var kiya hai aapne..,Roman Punjabi
my soni my lavar ashwani ji i love you mari jaan,Roman Punjabi
bhai mujhe in bhai ka song to samajh nahi ata par bahut acha lagata hai,Roman Punjabi
bahut bahut acchi,Roman Punjabi
mainu bolna ni aasi punjabi par mai sikh jawangi..,Roman Punjabi
ਵੀਰ ਗੀਤ ਬਹੁਤ ਵਧੀਆ ਪਰ ਵੀਡਿਓ ਜਮਾ ਫੁਦੂ,Gurmukhi
mara bhe sapna hai sartaj ji se milna ka this song is very beautiful mara dil ko ye song bahut pasand hai my favourite song and mara phone mein sartaj ji ke song hai i love you sartaj ji,Roman Punjabi
punjab to sv toh sohna te surela singer sartaj,Roman Punjabi
ਸਤਿੰਦਰ ਗਾਇਕ ਨਹੀਂ ਹੈ ਉਹ ਗਾਇਕੀ ਦਾ ਦੇਵਤਾ ਹੈ,Gurmukhi
ਉਮਦਾ ਸ਼ਾਇਰੀ.,Gurmukhi
pyr mtlb tanhai jo sabko karte dekh sake bas .phir marij k jnm ho.,Roman Punjabi
ik time . ko pyr dena tuff .na de na le sake aadmi aise hi akela rah ja.bheed bad bhi,Roman Punjabi
veere bhut jada shona gaana banya si tussi bhut hi jada main himachali aa par ee wala song kya feel hai ismai ek dum perfect apka song mai reel pr dekha just abhi aur abhi hi main youtube pr search kiya dil khush kar deta pajji this song deserve more viral,Roman Punjabi
sartaj ji aap vastav me sar ke taj jaise h sirf sir pe hi sajaya ja ske,Roman Punjabi
hame panjabi nahi aati lekin ye song bahut hi achha lagta hai.,Roman Punjabi
ਅਬੋਹਰ dav college ਵਿੱਚ ਮਿਲਿਆ ਸੀ ਜੀ ਥੋਨੂੰ ਦੀ ਗਲ ਏ ਜੀ,Gurmukhi
ਕੇ ਮੈਂ ਦੇਖਾਂ ਤਸਵੀਰ ਉਸ ਦੀ ਰੱਬ ਦੇਖੇ ਨਾ ਤਕਦੀਰ ਮੇਰੀ ਰੱਬ ਦੇਖ ਵੀ ਲੈਅ ਤਸਵੀਰ ਉਸ ਦੀ ਪਰ ਦੇਖੇ ਨਾ ਤਕਦੀਰ ਮੇਰੀ jiwan,Gurmukhi
jinaaa koo sawalar hee naa hiwe pataa te ki so howen jite khamiss sawar chadar sadhyan hiwenjy ithe ki magiyan bareeyan,Roman Punjabi
jitee baap hee naa honda tee wal jieen kateel bui saga ho dha mardha mareeedha use nal te saga saga bhi wendha mardha ikk he so jahan nazar hosain jo saree you diyou mumal ji darra taak so iko hee laandha naaa kaadha raa dasan si diyan wekhisin iko dhee karte wla sagi ma ku,Roman Punjabi
izaat rasss naa aai iko kutiyaan ku nam alalh taak bhi ki alaalh ki nam jitee nama taak nahi raha duno nal te ik nal saga jiwne lothee sir kaatee bithee hiweee te wal iko sagi kati seer wali sagi jurdha hiwe tee wal sagi iko khuda sagi poyou naaal yaawae sagi iko iko ppooot nal hityee howe jite wal sagi maa bardha baraass hae jite iko hee uthe sagi iko hee so hee hiwess so iko jitee maa so howess te khud ki baniy so iko jite saga shha nal sagi bethee iko hee so pootee tehote te dhee hote sagai hee poot nal so ikl hee jitee so ki nam izaat angi ethee so iko saga hotee nazaar hoosain kardha so iko hee jitee howen kuch naaa uthe ki iko hee bitheen gee iko hee mee jitee haan uthee so ki churaaa ga jitee iko mujha kucha hindha te kae zulam kiyeee so saha hon iko he bacho k litee wranaa kaatele te baap keee bhi raandha si,Roman Punjabi
kya gate ho yaar murid bana dete ho aap sr,Roman Punjabi
samaj ghanta ni aaya lekin badia h,Roman Punjabi
sartaj bhi tuhade gane bahut hi bahut nice hun,Roman Punjabi
sartaj saab de song sunke lagda ae jannat vich phuch gye ne.,Roman Punjabi
mujhe samajh kuch nahi aata fir bhi sun leti hu,Roman Punjabi
ਪਾਲੀ ਵਾਲਾ ਸੀ ਫਥੜਰਬਪਰ੍ਹ sahiftoll,Gurmukhi
kaler khant ji aap aisa song kaise ga sakte ho same for you,Roman Punjabi
mithey bol mithi vaaj mitha munda . jeenda reh. lehndey punjab wallon salam,Roman Punjabi
jab se ye gana aaya tab se roj bar sun hi leta hu,Roman Punjabi
di aap kese karte ho ye mujhe bhi rona aa jata hai me friend please you request please,Roman Punjabi
iski reel aate hi tension ho jaati h .pagal si roti rahti h jab dekho,Roman Punjabi
idi kudi di koi real id das skda mnu,Roman Punjabi
sister ki ho gay ji,Roman Punjabi
miss you hi hi,Roman Punjabi
i hata my zindagi yrr ab mujhe nafrat hai apni zindagi se buhut jyada,Roman Punjabi
oye hoye chapdri,Roman Punjabi
ਬੁਆਏ ਨੋ,Gurmukhi
ਇੰਨਾ ਵਧੀਆ ਗੀਤ ਹੈ ਮਾਡਲ ਬੇਕਾਰ ਲਈ ਹੈ ਵੀਡਿਓ ਵੀ ਠੀਕ ਨਹੀਂ ਬਣਾਈ,Gurmukhi
ਜਾਨ ਜਾਨ,Gurmukhi
ਤੈਨੂੰ ਜਲਨ ਹੋਣ ਦੲਈ,Gurmukhi
asi gopalpur padh de si us time happy da naam chaliya chaliya si,Roman Punjabi
sach mein sajjan raji ho jaye t rolla nehi paye daa,Roman Punjabi
ki baskaas aa yaar,Roman Punjabi
hi sandeep singh.bhangu.ok,Roman Punjabi
ਦਿਲ ਨੂ ਸ਼ੂਦਾ ਹੈ ਏ ਗਾਣਾ,Gurmukhi
bhut he sohna gana din vich kine var sun layi da,Roman Punjabi
bahut vadiya song aa garry sandhu perfect singer,Roman Punjabi
ਗਾਣਾ ਸੁਣ ਕੇ ਮਨ ਰੱਜਿਆ ਨੀ,Gurmukhi
wah pji . nazara aa gya gaana sunke slow music and composition . jyada thaa thaa gaane sun bore hogye c . jalandhriye,Roman Punjabi
ok report aa bhau ehnu kehnde aa gana jehra hik jor nal gaeya janea,Roman Punjabi
aaj se nahi aapka fan paazi bahut pehle se hai garry sandhu paazi ka dil se fan hu,Roman Punjabi
ਵੈਸੇ i have some lyrics but i dont know how to connect with you bro,Gurmukhi
ਕਆ ਕਹਿਣੇ ਤੇਰੇ lyrics ਦੇ,Gurmukhi
baba aat karayi paiye aa main ta tera diwana ho gaiya,Roman Punjabi
yar ਅਗਰ ਕੋਈ ਵੀ ਆਰਮੀ ਨੂੰ like ਕਰਦਾ ਹੈ ਤਾਂ subscribe ਮੇਰਾ ਚੈਨਲ ਤੇ ਮੇਰੀਆਂ ਵੀਡੀਓ ਦੇਖ ਕੇ ਦੱਸੋ ਕੀ ਕੋਈ ਕਮੀਆਂ ਹੈ,Gurmukhi
waheguru chardi kallan ch rakhe sari team nu ghaint aa ji,Roman Punjabi
koi enna sohna kive ho sakda ajj kal diya kudiya ch oh gall nhi but she wow,Roman Punjabi
ਸੁਪਨਾ ਲਾਵਾਂ ਦਾ ਮੇਰਾ ਪਸੰਦੀਦਾ ਹੈਗਾ,Gurmukhi
bahut sohna geet a veer,Roman Punjabi
song bahot hi sona aa,Roman Punjabi
ਬਹੁਤ ਵਧੀਆ ਲਿਖਿਆ,Gurmukhi
boht gaint song aa veer ji,Roman Punjabi
ਬਿੱਲਰਾ ਫ਼ਤਿਹ ਮੇਰਾ ਪੋਤਾ ਲੱਗਦਾ ਵੈਰੀ ਨਾਇਸ,Gurmukhi
justice for sidhu moose wala ਜਿੰਨੀ ਤਰੀਫ ਕੀਤੀ ਜਾਵੇ ਇਸ ਗਾਣੇ ਲਈ ਉਣੀ ਘਟ ਜਿਉਂਦੇ ਵਸਦੇ ਰਹੋ ਮਾਲਕ ਮੇਹਰ ਰੱਖਣ ਤੁਹਾਡੇ ਤੇ,Gurmukhi
bhot time hogea c veera tera geet sune nu bhot sona hunda har song,Roman Punjabi
ਸੋਂਹ ਰੱਬ ਦੀ ਗੀਤ ਬਹੁਤ ਹੀ ਪਿਆਰਾ ਹੈ ਸਬ ਕੁਝ ਪਰਫੈਕਟ,Gurmukhi
ਪੁਰਾਣੇ ਕਲਾਕਾਰਾਂ ਵਿੱਚੋਂ ਸਰਬਜੀਤ ਚੀਮਾ ਸਰਜੀਤ ਖਾਨ ਇਹਨਾਂ ਵਰਗਾ ਅਖਾੜਾ ਕੋਈ ਨਹੀਂ ਲਾ ਸਕਦਾ ਇਹਨਾਂ ਕਲਾਕਾਰਾਂ ਨੇ ਕਦੇ ਵੀ ਮਾੜਾ ਗੀਤ ਨਹੀਂ ਗਾਇਆ ਅੱਜ ਤੱਕ,Gurmukhi
oye hoye big brother,Roman Punjabi
ghaint song khan saab kya awaaz hai ghaint,Roman Punjabi
ਯਾਰੋ ਅਗਰ ਕੋਈ ਵੀ ਆਰਮੀ ਨੂੰ like ਕਰਦਾ ਹੈ ਤਾਂ subscribe ਮੇਰਾ ਚੈਨਲ ਤੇ ਮੇਰੀਆਂ ਵੀਡੀਓ ਦੇਖ ਕੇ ਦੱਸੋ ਕੀ ਕੋਈ ਕਮੀਆਂ ਹੈ,Gurmukhi
lyrics bahut sohne ho rab chardi kala ch rahe,Roman Punjabi
wah ji wah veer ji,Roman Punjabi
ਬਹੁਤ ਸੋਹਣਾ ਗੀਤ ਆ ਬਾਈ ਸਿਰਾ ਈ ਲਾਤਾ ਰੱਬ ਤੈਨੂੰ ਖੁਸ਼ ਰੱਖੇ,Gurmukhi
kudi jado boldi toh khaand lagdi,Roman Punjabi
ਅੱਜ ਫੌਜ ਚੋਂ ਛੁੱਟੀ ਆਇਆ ਤੇ ਵਿਆਹ ਜਾਣਾ ਬਾਈ ਇਹ ਗਾਣਾ ਰਿਪੀਟ ਤੇ ਚੱਲੂ,Gurmukhi
ਸਾਵਣ ਵਰਗਿਆ ਤੇ ਮਾਡਰਨ ਕਮੈਂਟ ਕੁਝ ਇਸ ਤਰ੍ਹਾਂ ਹੋ ਸਕਦਾ ਹੈ ਇਹ ਗੀਤ full vibe ਹੈ lyrics ਤੇ music ਦੋਵੇਂ ਹੀ fresh feel ਦਿੰਦੇ ਨੇ ਸੁਣਦਿਆਂ literally rainyseason wali romantic energy ਆਉਂਦੀ ਹੈ pure playlist material,Gurmukhi
ਸੋਹਣਾ song ਆ views jada milne chaide likes v,Gurmukhi
ਇਹੋ ਜਿਹੇ ਗ਼ੀਤ ਕਦੇ ਕਦੇ ਸੁਣਨ ਨੂੰ ਮਿਲਦੇ ਨੇ ਜੀ ਬਹੁਤ ਸੋਹਣਾ ਗੀਤ ਆ ਜੀ,Gurmukhi
ਲੋਕ ਗੀਤ ਦੇ ਵਰਗਿਆ ਲੰਮਿਆਂ ਲੰਜੇਆਂ ਵੇ ਚਾਰ ਕੁ ਲਾਈਨਾਂ ਸਾਡੇ ਨਾਂ ਦੀਆਂ ਗਾ ਦੇ ਵੇ,Gurmukhi
ਜੱਗ ਜਿਉਂਦਿਆਂ ਦੇ ਮੇਲੇ ਵਾਂਗ song ਕੋਣ ਕੋਣ ਸੁਣ ਰਿਹਾ ਹੈ repeet ਕਰ ਕਰ ਕੇ,Gurmukhi
ਵਾਰ ਵਾਰ ਸੁਣਨ ਤੇ ਵੀ ਦਿਲ ਨੀਂ ਭਰਦਾ ਬਾਈ ਬਹੁ ਪਿਆਰਾ ਗੀਤ ਐ ਵੀਰ,Gurmukhi
mere husbnd airforce vich ne mai boldi huni ਕੁ ਜਹਾਜ ਸਾਡੇ ਨਾਂ ਦੇ ਉਡਾ ਦੇ ਵੇ,Gurmukhi
end bai ji es to pehla suneya esa gana bai ji,Roman Punjabi
jini tariff kiti jave oni thodi ji bhot he pyara geet h ji bhot vadiya lgeya ji sun k,Roman Punjabi
man khush ho jada sachi ve sun ke geet nu,Roman Punjabi
ਬਾਰੀ ਬਾਰੀ ਸੁਣਨ ਨੂੰ ਜੀ ਕਰਦਾ ਵਾਈ ਦੇ ਗਾਣੇ ਸੁਣ ਨੂੰ ਕੋਈ ਵੀ ਗਾਣਾ ਹੋਵੇ ਵਾਈ ਜਿਨ੍ਹਾਂ ਚਿਰ ਚਾਰ ਪੰਜ ਵਾਰੀ ਨਾਂ ਸੁਣੀਏ ਸਵਾਦੇ ਨਹੀਂ ਆਓਂਦਾ,Gurmukhi
ਹਰਭਜਨ ਮਾਨ ਹੀ ਰਾ ਪਜਾਬੀ ਗਾਇਕੀ ਦਾ,Gurmukhi
aahha ajj kll de jhde namme singer autotune laa k hathyara vale ashleel kapde pvake kudia nu fame khtde ne ohna nu ehna to sikhna chahihda kuj kini sohni video awaaz da koi muqabla ni lyrics dekho kine sohne g rab thonu lambi ummr bakshe,Roman Punjabi
ਸੱਚੀ ਵਾਲਾ ਸੋਹਣਾ ਗਾਣਾ ਲ evergreen singer,Gurmukhi
harbhajanmannofficial maan saheb jinne sohne hai ona hi sohna gaunde ne. love you bhaji. kya composition hai te tuhadi awaz kamaal. bakamaal,Roman Punjabi
harbhajan mann saaf suthri te surili gayiki. love you harbhajan maan ji. bahut hi wadiya. end karta,Roman Punjabi
ਸਾਫ ਸੁਥਰਾ ਕੋਈ ਨਗਾ ਨਾਚ ਨੀ ਬੱਸ ਘੇਟ,Gurmukhi
ਬਹੁਤ ਬਹੁਤ ਵਧਾਈਆਂ ਵੀਰਾਂ ਜੀ,Gurmukhi
ਲਵ ਯੂ ਮਾਨਾ ਪੰਜਾਬ ਦਿਆਂ,Gurmukhi
ਵਾਲਿਆ ਦਾ ਵੀ ਆ,Gurmukhi
ਪੰਜਾਬ ਪੰਜਾਬੀ ਪੰਜਾਬੀਅਤ ਜਿੰਦਾਬਾਦ.. ਬੜੇ ਸਮੇਂ ਬਾਅਦ ਹਰਭਜਨ ਮਾਨ ਦਾ ਗੀਤ ਪੂਰੇ ਸਾਲ ਦਾ ਸਭ ਤੋਂ ਸ਼ਾਨਦਾਰ ਗੀਤ ਬਣਿਆ ਹੈ ਜਿਨ੍ਹਾਂ ਵੀ ਸੁਣੀਏ ਮਨ ਨਹੀਂ ਭਰਦਾ ਗਾਇਕੀ ਹੋਵੇ ਤਾਂ ਅਜਿਹੀ ਹੀ,Gurmukhi
ਆ ਸੋਹਣਿਆ ਵੇ ਜੱਗ ਜਿਉਦਿਆਂ ਦੇ ਮੇਲੇ,Gurmukhi
ਬਾਈ ਜੀ ਜਦੋਂ ਮੈਂ ਸਾਲ ਦਾ ਸੀ ਉਦੋਂ ਦਾ ਤੁਹਾਡੀਆਂ ਫਿਲਮਾਂ ਦੇਖਦਾ ਆ ਰਿਹਾ ਹਾਂ ਜੀ ਹੋ ਸਕੇ ਤਾਂ ਇੱਕ ਮਿਹਰਬਾਨੀ ਕਰਕੇ ਦਰਸ਼ਨ ਦੇਦੋ ਜੀ,Gurmukhi
ਗੀਤ ਸੁਣਕੇ ਅੱਖਾਂ ਵਿੱਚ ਪਾਣੀ ਆ ਗਿਆ,Gurmukhi
ਬਹੁਤ ਹੀ ਪਿਆਰਾ ਗੀਤ ਬਾਰ ਬਾਰ ਸੁਣਨ ਨੂੰ ਜੀ ਕਰੀ ਜਾਂਦਾ ਹੈ ਲਵ ਯੂ ਹਰਭਜਨ ਮਾਨ,Gurmukhi
ਵਾਹ ਜੀ ਬਾਈ ਜੀ,Gurmukhi
ਸਦਾਬਹਾਰ ਗਾਇਕ ਨਾ ਕਿਸੇ ਨਾ ਕੰਟਰੋਵਰਸੀ ਨਾ ਕਿਸੇ ਤੋ ਜੇਐੱਲਸੀ ਫਿਰ ਵੀ ਟੋਪ ਤੇ ਆ ਅੱਜ ਵੀ,Gurmukhi
ਗਾਣਾ ਬਹੁਤ ਸੋਹਣਾ ਹੈ ਪਰ ਮੇਰੇ ਤੇ ਜਚਦਾ ਹੈ ਕਿਉਕਿ ਮੇ ਵੀ ਲੰਮਾ ਹਾਂ,Gurmukhi
puraa gaana favourite hai or me eh gaana sun k swargaa ch aa,Roman Punjabi
very happy birthday sir ji aap bhagwan aapko or lambi umar de or aapko or aapki family ko hmesa khus rkhe you are one of the my favorite history teacher,Roman Punjabi
ਫੋਜੀ ਚੜਿਕ,Gurmukhi
ਧੰਨ ਧੰਨ ਸ਼੍ਰੀ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਸਾਹਿਬ ਜੀ ਮਹਾਂਰਾਜ ਮੇਹਰ ਕਰੀ ਦਾਤਿਆ ਸੱਭ ਤੇ ਵਾਹਿਗੁਰੂ ਜੀ,Gurmukhi
but main aapko apne aap ko note kar raha hun,Roman Punjabi
marpa to h ladke shi maa ok to apna deakh le ok,Roman Punjabi
ਉੱਧਵੜਚਫ,Gurmukhi
ha ji ok darling ji ok ka name h aap ka ji baj da na,Roman Punjabi
nijjar da naam hi kaafi aa,Roman Punjabi
god did te beat vi god level aa,Roman Punjabi
god did te history ban gayi,Roman Punjabi
eh track nahi statement aa,Roman Punjabi
nijjar da swag alag hi aa,Roman Punjabi
ਕੁੱਤਾ ਸੰਜਯ ਮੈ,Gurmukhi
